Blade section properties
51 n_secs:     number of blade sections at which properties are specified (-)
==========================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================
  sec_loc(-) [0]    str_tw(deg) [1]  tw_iner(deg) [2] mass_den(kg/m) [3] flp_iner(kgm) [4]edge_iner(kgm) [5]flp_stff(Nm^2) [6]edge_stff(Nm^2) [7]tor_stff(Nm^2) [8]axial_stff(Nm^2) [9]  cg_offst(m) [10]   sc_offst(m) [11]   tc_offst(m) [12] 
==========================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================
  2.0491976009e-01   1.0298922524e+01   1.0973805968e+01   7.7515195108e+02   8.5603191434e+02   1.9648673791e+03   1.4786789075e+10   2.7501954923e+10   4.0518943038e+09   1.1685811464e+10   7.0431058250e-01   0.0000000000e+00   6.0577267434e-01
  2.2499247389e-01   9.4008688372e+00   8.8682456551e+00   7.3579357111e+02   7.2586646241e+02   1.8804507050e+03   1.2654731356e+10   2.5383949648e+10   3.3507608877e+09   1.1011240452e+10   6.6686699749e-01   0.0000000000e+00   5.4190500847e-01
  2.4499571591e-01   8.5750386015e+00   7.6219379753e+00   6.9112424644e+02   6.1725194219e+02   1.7412184400e+03   1.0807894533e+10   2.2932669633e+10   2.6378808226e+09   1.0268946114e+10   6.9005463101e-01   0.0000000000e+00   5.5034499927e-01
  2.6499201074e-01   7.9985475515e+00   6.7895828161e+00   6.5485249686e+02   5.3194748689e+02   1.6190939827e+03   9.3327116162e+09   2.0646064677e+10   2.1190219548e+09   9.6588307373e+09   7.0101979758e-01   0.0000000000e+00   5.4132645206e-01
  2.8498830558e-01   7.4658971813e+00   6.0902950486e+00   6.2587614782e+02   4.6317407100e+02   1.5084699260e+03   8.1385563535e+09   1.8771392151e+10   1.7436928153e+09   9.1850964142e+09   7.0234868684e-01   0.0000000000e+00   5.2911753197e-01
  3.0499038974e-01   7.0687151447e+00   4.8934018237e+00   5.9332091893e+02   3.9194062092e+02   1.4513556648e+03   6.8828987483e+09   1.8753742325e+10   1.4186716319e+09   8.7121302705e+09   7.3873930962e-01   0.0000000000e+00   5.7934363527e-01
  3.2499247389e-01   6.6793039768e+00   4.5298176589e+00   5.8096905879e+02   3.4588440898e+02   1.3687043024e+03   6.0932353316e+09   1.7662980527e+10   1.2425064077e+09   8.5572985870e+09   7.2071135941e-01   0.0000000000e+00   5.5548609061e-01
  3.4498876873e-01   6.3335154139e+00   4.2521269589e+00   5.6622541686e+02   3.0515888662e+02   1.2779488838e+03   5.3973048220e+09   1.6509589603e+10   1.0895324564e+09   8.3832160242e+09   7.1474607536e-01   0.0000000000e+00   5.4914493099e-01
  3.6499201074e-01   5.9947777790e+00   4.1030514815e+00   5.4823508892e+02   2.6942648766e+02   1.1723455877e+03   4.7979597170e+09   1.5044861977e+10   9.6188270637e+08   8.1920719435e+09   6.9641686313e-01   0.0000000000e+00   5.1693112918e-01
  3.8499409490e-01   5.6734928994e+00   3.9262195333e+00   5.2964795864e+02   2.3825910485e+02   1.0654754001e+03   4.2608134013e+09   1.3537530125e+10   8.3347563857e+08   7.9531588982e+09   6.7027859021e-01   0.0000000000e+00   4.8743779406e-01
  4.0499154760e-01   5.3541799213e+00   3.6506648818e+00   5.1031210665e+02   2.1042120560e+02   9.7161298961e+02   3.7905388008e+09   1.2427897280e+10   7.4452364720e+08   7.7639663392e+09   6.4591817033e-01   0.0000000000e+00   4.6966943243e-01
  4.2499363175e-01   5.0372206499e+00   3.3504185092e+00   4.9468140090e+02   1.8545299564e+02   8.9313322194e+02   3.3501211789e+09   1.1478316207e+10   6.5438324962e+08   7.5551359700e+09   6.2724318212e-01   0.0000000000e+00   4.5425492098e-01
  4.4499571591e-01   4.7202613785e+00   3.0923243168e+00   4.7751441090e+02   1.6306847013e+02   8.0914063894e+02   2.9552431673e+09   1.0439965519e+10   5.7080658178e+08   7.3277812418e+09   6.0892702637e-01   0.0000000000e+00   4.4250337674e-01
  4.6399161707e-01   4.4192463969e+00   2.8861283729e+00   4.6092902979e+02   1.4393227765e+02   7.3922101619e+02   2.6180995656e+09   9.4680609890e+09   5.0289797043e+08   7.1084542037e+09   5.9024149953e-01   0.0000000000e+00   4.2127847889e-01
  4.8399601695e-01   4.0714960489e+00   2.6458203364e+00   4.4177737387e+02   1.2576684563e+02   6.6154012470e+02   2.2963089637e+09   8.5025961955e+09   4.4318648850e+08   6.8530451634e+09   5.7346854194e-01   0.0000000000e+00   4.0427300978e-01
  5.0399694324e-01   3.7209401434e+00   2.4107022019e+00   4.2533330681e+02   1.1002790629e+02   6.0170415414e+02   2.0143680203e+09   7.7039511189e+09   3.9184423910e+08   6.6237572959e+09   5.6104627345e-01   0.0000000000e+00   3.9258457870e-01
  5.2399323808e-01   3.3704654133e+00   2.2552213782e+00   4.0138217955e+02   9.5481108053e+01   5.1638866354e+02   1.7566024653e+09   6.6442407720e+09   3.3785823242e+08   6.3081504854e+09   5.1904098589e-01   0.0000000000e+00   3.6316190699e-01
  5.4399648010e-01   3.0177395265e+00   2.0470280642e+00   3.8514411819e+02   8.3324275600e+01   4.6608369431e+02   1.5348894467e+09   5.9730812331e+09   2.9708371143e+08   6.0584872711e+09   5.0648835756e-01   0.0000000000e+00   3.5276548967e-01
  5.6399856425e-01   2.6569763226e+00   1.8549527175e+00   3.6594790812e+02   7.2633664986e+01   4.0938408932e+02   1.3455761929e+09   5.3289307966e+09   2.6399821526e+08   5.8241825275e+09   4.7968930898e-01   0.0000000000e+00   3.3810240029e-01
  5.8399485909e-01   2.2963175364e+00   1.6958849515e+00   3.4693731102e+02   6.3011796629e+01   3.6022954112e+02   1.1689220031e+09   4.6692370899e+09   2.2515842242e+08   5.5295887151e+09   4.6069775233e-01   0.0000000000e+00   3.2202619676e-01
  6.0499733691e-01   1.9175109513e+00   1.5630237444e+00   3.2632244339e+02   5.4452610976e+01   3.0504824445e+02   1.0151234123e+09   3.9914129488e+09   1.9846257869e+08   5.2517938471e+09   4.2957293033e-01   0.0000000000e+00   2.9981661207e-01
  6.2499942107e-01   1.5688649426e+00   1.4174889071e+00   3.1026533517e+02   4.7410048793e+01   2.7144883203e+02   8.8538895754e+08   3.5397390455e+09   1.7482241012e+08   5.0072445443e+09   4.1857742377e-01   0.0000000000e+00   2.9021147921e-01
  6.4499687377e-01   1.2300875311e+00   1.2893358809e+00   2.9165904364e+02   4.1165526455e+01   2.3289148140e+02   7.7150932554e+08   3.0498534584e+09   1.5236389428e+08   4.7378625781e+09   3.9304403969e-01   0.0000000000e+00   2.7615893446e-01
  6.6499895792e-01   8.9123165810e-01   1.1873691553e+00   2.7243473325e+02   3.5557077700e+01   1.9858173675e+02   6.6836240461e+08   2.6158775505e+09   1.3257109831e+08   4.4506639242e+09   3.6608139160e-01   0.0000000000e+00   2.5834549373e-01
  6.8500104208e-01   5.5237578507e-01   1.0954349460e+00   2.5694592691e+02   3.0786737140e+01   1.7393426757e+02   5.7810346311e+08   2.2712307228e+09   1.1651668317e+08   4.1845002238e+09   3.5467806177e-01   0.0000000000e+00   2.4879965634e-01
  7.0499733691e-01   2.4858703075e-01   9.9476111054e-01   2.3777256313e+02   2.6525706399e+01   1.4600847171e+02   4.9951185370e+08   1.9218720248e+09   1.0138470875e+08   3.9019790271e+09   3.3391098949e-01   0.0000000000e+00   2.3590925926e-01
  7.2428617743e-01  -3.8375109952e-02   9.2150844156e-01   2.2176805105e+02   2.2807805127e+01   1.2709666207e+02   4.2916652852e+08   1.6665647562e+09   8.9163504266e+07   3.6347332563e+09   3.2589469297e-01   0.0000000000e+00   2.2938524830e-01
  7.4428710372e-01  -3.3593102678e-01   8.6524699158e-01   2.0315356776e+02   1.9251552040e+01   1.0599404078e+02   3.6322288097e+08   1.3931100460e+09   7.7008956499e+07   3.3365924057e+09   3.0424099608e-01   0.0000000000e+00   2.1509875568e-01
  7.6428339856e-01  -6.2916987657e-01   7.8191170938e-01   1.8677036934e+02   1.6190631378e+01   9.0562147352e+01   3.0475569171e+08   1.1845628267e+09   6.5622465029e+07   3.0497411846e+09   2.9736632437e-01   0.0000000000e+00   2.1159232688e-01
  7.8427969340e-01  -8.8647846827e-01   7.4078639908e-01   1.7165818042e+02   1.3548874884e+01   7.7238675580e+01   2.5394052307e+08   9.9763250867e+08   5.6727885609e+07   2.7764369970e+09   2.8997359686e-01   0.0000000000e+00   2.0565017152e-01
  8.0499733691e-01  -1.1530692402e+00   6.7212287735e-01   1.5375420084e+02   1.1109451802e+01   6.2674307580e+01   2.0821181637e+08   8.1502530577e+08   4.7991216422e+07   2.4885739198e+09   2.7133508837e-01   0.0000000000e+00   1.9733267134e-01
  8.2499942107e-01  -1.4104523277e+00   6.4908456603e-01   1.4005256089e+02   9.1896270844e+00   5.3009721094e+01   1.7102813848e+08   6.8502076713e+08   4.1471935406e+07   2.2434689768e+09   2.6779447908e-01   0.0000000000e+00   1.9296823724e-01
  8.4499571591e-01  -1.6622849496e+00   5.9938354123e-01   1.2434859055e+02   7.4658096717e+00   4.2822590138e+01   1.3811208045e+08   5.5397361516e+08   3.5678009156e+07   1.9812178823e+09   2.5329242769e-01   0.0000000000e+00   1.8648244771e-01
  8.6444318366e-01  -1.9003136975e+00   5.7419857588e-01   1.0892960645e+02   5.8875627303e+00   3.5750865111e+01   1.0870701623e+08   4.6065970071e+08   2.8987500057e+07   1.7204365016e+09   2.5304023016e-01   0.0000000000e+00   1.8666556883e-01
  8.8444410995e-01  -2.1451165429e+00   5.3852616702e-01   9.5178864433e+01   4.6061296508e+00   2.8666959205e+01   8.3939095693e+07   3.5904815019e+08   2.3902289398e+07   1.4671272122e+09   2.4960659271e-01   0.0000000000e+00   1.8434512119e-01
  9.0499617905e-01  -2.3966651423e+00   5.7217624574e-01   8.2340447931e+01   3.5117868200e+00   2.3231791507e+01   6.3061866698e+07   2.9604854189e+08   2.0249250245e+07   1.2495858728e+09   2.4547479131e-01   0.0000000000e+00   1.9090392680e-01
  9.2499826321e-01  -2.6400801313e+00   5.4749214127e-01   6.8281275016e+01   2.5038636250e+00   1.7648559183e+01   4.4275993682e+07   2.1714658533e+08   1.5537002500e+07   1.0064948766e+09   2.4149444880e-01   0.0000000000e+00   1.8711111559e-01
  9.4454646504e-01  -2.8712192082e+00   5.9343789093e-01   5.4472336944e+01   1.6322639085e+00   1.2746848985e+01   2.8339809950e+07   1.5500018469e+08   1.1392313185e+07   7.7910661548e+08   2.4843921121e-01   0.0000000000e+00   1.9027727677e-01
  9.6499780006e-01  -3.0957892488e+00   6.8774796218e-01   4.0650223382e+01   8.8593396962e-01   8.0750537301e+00   1.4481326793e+07   1.0037046258e+08   7.2137923994e+06   5.5386632447e+08   2.4006730179e-01   0.0000000000e+00   2.0383215336e-01
  9.8500798926e-01  -3.2930056668e+00   7.9326366954e-01   2.5203987687e+01   3.0817917105e-01   3.5485976646e+00   4.4969496109e+06   4.1716284231e+07   2.9357206674e+06   3.0740322157e+08   2.2348504017e-01   0.0000000000e+00   2.0204132951e-01
  1.0000000000e+00  -3.4279600000e+00   9.5490574931e-01   1.5424386827e+01   8.1042865962e-02   1.1226679903e+00   1.0274696333e+06   1.2714493028e+07   7.9330443878e+05   1.7220269321e+08   1.6617704569e-01   0.0000000000e+00   1.6024172820e-01
